route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color,jp_parent_route_id
dentetsu_8_2752_2_20260314,1330001001517,,C4-1：南原→山室→三軒町→水道町→桜町バスターミナル,,3,,,,立石・外沖線
dentetsu_8_2771_1_20260314,1330001001517,,C4-5：桜町バスターミナル→水道町→三軒町→山室→ユウベルＨ→梶尾→植木駐車場,,3,,,,立石・外沖線
dentetsu_8_2772_2_20260314,1330001001517,,C4-5：植木駐車場→梶尾→ユウベルＨ→山室→三軒町→水道町→桜町バスターミナル,,3,,,,立石・外沖線
dentetsu_10_2901_1_20260314,1330001001517,,B1-3：桜町バスターミナル→壺井橋→津の浦→高平南公園,,3,,,,高平団地線
dentetsu_10_2902_2_20260314,1330001001517,,B1-3：高平南公園→津の浦→壺井橋→桜町バスターミナル,,3,,,,高平団地線
dentetsu_10_2922_2_20260314,1330001001517,,B1-4：高平南公園→津の浦→薬園町,,3,,,,高平団地線
dentetsu_12_3852_2_20260314,1330001001517,,C1-1：藤崎宮前駅→水道町→桜町バスターミナル→熊本駅前,,3,,,,藤崎宮・熊本駅・県庁線
dentetsu_12_5712_2_20260314,1330001001517,,K6-0：藤崎宮前駅→水道町→県庁前→県会議事堂前,,3,,,,藤崎宮・熊本駅・県庁線
dentetsu_14_3801_1_20260314,1330001001517,,C6-5：桜町バスターミナル→水道町→三軒町→堀川→楠団地→下群,,3,,,,堀川・楠線
dentetsu_23_9121_1_20260314,1330001001517,,SC：原水駅北口→ソニーセミコン→東京エレクトロン→原水駅北口,,3,,,,セミコン通勤バス
dentetsu_23_9141_1_20260314,1330001001517,,SC：原水駅北口→県立技術短大→JASM→原水駅北口,,3,,,,セミコン通勤バス
dentetsu_23_9151_1_20260314,1330001001517,,SC：原水駅北口→JASM→ソニー→東京エレクトロン→原水駅北口,,3,,,,セミコン通勤バス
dentetsu_23_9161_1_20260314,1330001001517,,SC：御代志→KMB→栄工業団地→合志中→TEL→県技短→ソニー→JASM,,3,,,,セミコン通勤バス
dentetsu_23_9172_2_20260314,1330001001517,,SC：TEL→県技短→JASM→ソニー→合志市役所→栄工業団地→KMB→御代志,,3,,,,セミコン通勤バス
dentetsu_23_9181_1_20260314,1330001001517,,SC：原水駅北口→県技短→JASM→ソニー→東京エレクトロン→原水駅北口,,3,,,,セミコン通勤バス
dentetsu_23_9221_1_20260314,1330001001517,,SC：原水駅北口→ソニーセミコン→東京エレクトロン→原水駅北口,,3,,,,セミコン通勤バス
dentetsu_23_9241_1_20260314,1330001001517,,SC：原水駅北口→県立技術短大→JASM→原水駅木ｔ口,,3,,,,セミコン通勤バス
dentetsu_23_9251_1_20260314,1330001001517,,SC：原水駅北口→JASM→ソニー→東京エレクトロン→原水駅北口,,3,,,,セミコン通勤バス
dentetsu_23_9311_1_20260314,1330001001517,,大津支援学校→肥後大津駅→JASM→県技短,,3,,,,セミコン通勤バス
dentetsu_23_9321_1_20260314,1330001001517,,県技短→JASM→大津支援学校→肥後大津駅→JASM→県技短,,3,,,,セミコン通勤バス
dentetsu_60_9501_1_20260314,1330001001517,,南ルート　御代志→泉ヶ丘→光の森駅→アンビー熊本,,3,,,,合志市コミュニティ
dentetsu_60_9512_2_20260314,1330001001517,,南ルート　アンビー熊本→光の森駅→泉ヶ丘→ユーパレス弁天→御代志,,3,,,,合志市コミュニティ
dentetsu_60_9521_1_20260314,1330001001517,,南ルート　御代志→ユーパレス弁天→黒石団地→すずかけ台→光の森駅→アンビー熊本,,3,,,,合志市コミュニティ
dentetsu_60_9522_2_20260314,1330001001517,,南ルート　アンビー熊本→光の森駅→すずかけ台→黒石団地→ユーパレス弁天→御代志,,3,,,,合志市コミュニティ
dentetsu_60_9531_1_20260314,1330001001517,,北ルート　辻久保→アンビー熊本→光の森駅,,3,,,,合志市コミュニティ
dentetsu_60_9532_2_20260314,1330001001517,,北ルート　光の森駅→アンビー熊本→辻久保,,3,,,,合志市コミュニティ
dentetsu_60_9541_1_20260314,1330001001517,,北ルート　辻久保→アンビー熊本,,3,,,,合志市コミュニティ
dentetsu_60_9542_2_20260314,1330001001517,,北ルート　アンビー熊本→辻久保,,3,,,,合志市コミュニティ
dentetsu_60_9551_1_20260314,1330001001517,,中央ルート　辻久保→ユーパレス弁天→御代志→泉ヶ丘→アンビー熊本,,3,,,,合志市コミュニティ
dentetsu_60_9552_2_20260314,1330001001517,,中央ルート　アンビー熊本→泉ヶ丘→御代志→ユーパレス弁天→辻久保,,3,,,,合志市コミュニティ
dentetsu_60_9561_1_20260314,1330001001517,,南ルート　老人憩の家→黒石団地→すずかけ台→武蔵塚駅→武蔵ヶ丘高速バス停,,3,,,,合志市コミュニティ
dentetsu_60_9562_2_20260314,1330001001517,,南ルート　武蔵ヶ丘高速バス停→武蔵塚駅→すずかけ台→黒石団地→老人憩の家,,3,,,,合志市コミュニティ
dentetsu_60_9571_1_20260314,1330001001517,,南ルート　老人憩の家→黒石団地→すずかけ台→永江団地→光の森駅,,3,,,,合志市コミュニティ
dentetsu_60_9572_2_20260314,1330001001517,,南ルート　光の森駅→永江団地→すずかけ台→黒石団地→老人憩の家,,3,,,,合志市コミュニティ
dentetsu_60_9581_1_20260314,1330001001517,,中央ルート　ユーパレス弁天→御代志→熊本高専→泉ヶ丘→アンビー熊本,,3,,,,合志市コミュニティ
dentetsu_60_9582_2_20260314,1330001001517,,中央ルート　アンビー熊本→泉ヶ丘→熊本高専→御代志→ユーパレス弁天,,3,,,,合志市コミュニティ
dentetsu_60_9591_1_20260314,1330001001517,,中央ルート　ユーパレス弁天→御代志→熊本高専→泉ヶ丘→光の森駅,,3,,,,合志市コミュニティ
dentetsu_60_9592_2_20260314,1330001001517,,中央ルート　光の森駅→泉ヶ丘→熊本高専→御代志→ユーパレス弁天,,3,,,,合志市コミュニティ
dentetsu_70_151_1_20260314,1330001001517,,西部線　向陽台→キャロッピア→光の森駅→菊陽町図書館→菊陽町役場,,3,,,,菊陽町コミュニティ
dentetsu_70_161_1_20260314,1330001001517,,西部線　菊陽町役場→菊陽町図書館→光の森駅→キャロッピア→向陽台,,3,,,,菊陽町コミュニティ
dentetsu_10003_5212_2_20260314,1330001001517,,県会議事堂前→国府→水道町→桜町バスターミナル,,3,,,,県庁線
dentetsu_10018_8021_1_20260314,1330001001517,,辻久保→富の原→菊池プラザ,,3,,,,菊池線
dentetsu_10018_8022_2_20260314,1330001001517,,菊池プラザ→富の原→辻久保,,3,,,,菊池線
dentetsu_10020_1361_1_20260314,1330001001517,,C9-4：蓮台寺入口→熊本駅前→桜町バスターミナル→水道町→三軒町→清水ヶ丘→楠団地→杉並台団地,,3,,,,清水ヶ丘
dentetsu_10020_1362_2_20260314,1330001001517,,C9-4：杉並台団地→楠団地→清水ヶ丘→三軒町→水道町→桜町バスターミナル→熊本駅前→蓮台寺入口,,3,,,,清水ヶ丘
dentetsu_10020_1521_1_20260314,1330001001517,,C9-3：熊本駅前→桜町バスターミナル→水道町→三軒町→清水ヶ丘→楠団地→武蔵ヶ丘車庫前,,3,,,,清水ヶ丘
dentetsu_10020_1522_2_20260314,1330001001517,,C9-3：武蔵ヶ丘車庫前→楠団地→清水ヶ丘→三軒町→水道町→桜町バスターミナル→熊本駅前,,3,,,,清水ヶ丘
dentetsu_10020_1541_1_20260314,1330001001517,,C7-3：熊本駅前→桜町バスターミナル→水道町→三軒町→清水ヶ丘→麻生田小→楠団地→武蔵ヶ丘車庫前,,3,,,,清水ヶ丘
dentetsu_10020_1542_2_20260314,1330001001517,,C7-3：武蔵ヶ丘車庫前→楠団地→麻生田小→清水ヶ丘→三軒町→水道町→桜町バスターミナル→熊本駅前,,3,,,,清水ヶ丘
dentetsu_10020_1591_1_20260314,1330001001517,,C9-2：熊本駅前→桜町バスターミナル→水道町→三軒町→清水ヶ丘→楠団地→光の森駅,,3,,,,清水ヶ丘
dentetsu_10020_1592_2_20260314,1330001001517,,C9-2：光の森駅→楠団地→清水ヶ丘→三軒町→水道町→桜町バスターミナル→熊本駅前,,3,,,,清水ヶ丘
dentetsu_10020_2331_1_20260314,1330001001517,,C9-4：桜町バスターミナル→水道町→三軒町→清水ヶ丘→楠団地→杉並台団地,,3,,,,清水ヶ丘
dentetsu_10020_2332_2_20260314,1330001001517,,C9-4：杉並台団地→楠団地→清水ヶ丘→三軒町→水道町→桜町バスターミナル,,3,,,,清水ヶ丘
dentetsu_10020_2341_1_20260314,1330001001517,,C7-4：桜町バスターミナル→水道町→三軒町→清水ヶ丘→麻生田小→楠団地→新山→杉並台団地,,3,,,,清水ヶ丘
dentetsu_10020_2342_2_20260314,1330001001517,,C7-4：杉並台団地→新山→楠団地→麻生田小→清水ヶ丘→三軒町→水道町→桜町バスターミナル,,3,,,,清水ヶ丘
dentetsu_10020_2361_1_20260314,1330001001517,,C9-4：深夜バス　桜町バスターミナル→水道町→三軒町→清水ヶ丘→楠団地→杉並台団地,,3,,,,清水ヶ丘
dentetsu_10020_2531_1_20260314,1330001001517,,C9-3：桜町バスターミナル→水道町→三軒町→清水ヶ丘→楠団地→武蔵ヶ丘車庫前,,3,,,,清水ヶ丘
dentetsu_10020_2532_2_20260314,1330001001517,,C9-3：武蔵ヶ丘車庫前→楠団地→清水ヶ丘→三軒町→水道町→桜町バスターミナル,,3,,,,清水ヶ丘
dentetsu_10020_2541_1_20260314,1330001001517,,C7-3：桜町バスターミナル→水道町→三軒町→清水ヶ丘→麻生田小→楠団地→武蔵ヶ丘車庫前,,3,,,,清水ヶ丘
dentetsu_10020_2542_2_20260314,1330001001517,,C7-3：武蔵ヶ丘車庫前→楠団地→麻生田小→清水ヶ丘→三軒町→水道町→桜町バスターミナル,,3,,,,清水ヶ丘
dentetsu_10020_2591_1_20260314,1330001001517,,C9-2：桜町バスターミナル→水道町→三軒町→清水ヶ丘→楠団地→光の森駅,,3,,,,清水ヶ丘
dentetsu_10020_2592_2_20260314,1330001001517,,C9-2：光の森駅→楠団地→清水ヶ丘→三軒町→水道町→桜町バスターミナル,,3,,,,清水ヶ丘
dentetsu_10020_2601_1_20260314,1330001001517,,C9-7：桜町バスターミナル→水道町→三軒町→清水ヶ丘→岩倉台→楠団地→光の森駅,,3,,,,清水ヶ丘
dentetsu_10020_2602_2_20260314,1330001001517,,C9-7：光の森駅→楠団地→岩倉台→清水ヶ丘→三軒町→水道町→桜町バスターミナル,,3,,,,清水ヶ丘
dentetsu_10020_3421_1_20260314,1330001001517,,C9-5：熊本駅前→桜町バスターミナル→水道町→三軒町→清水ヶ丘→楠団地→下群,,3,,,,清水ヶ丘
dentetsu_10020_3422_2_20260314,1330001001517,,C9-5：下群→楠団地→清水ヶ丘→三軒町→水道町→桜町バスターミナル→熊本駅前,,3,,,,清水ヶ丘
dentetsu_10020_3441_1_20260314,1330001001517,,C7-5：熊本駅前→桜町バスターミナル→水道町→三軒町→清水ヶ丘→麻生田小前→楠団地→下群,,3,,,,清水ヶ丘
dentetsu_10020_3442_2_20260314,1330001001517,,C7-5：下群→楠団地→麻生田小→清水ヶ丘→三軒町→水道町→桜町バスターミナル→熊本駅前,,3,,,,清水ヶ丘
dentetsu_10020_3531_1_20260314,1330001001517,,C9-5：桜町バスターミナル→水道町→三軒町→清水ヶ丘→楠団地→下群,,3,,,,清水ヶ丘
dentetsu_10020_3532_2_20260314,1330001001517,,C9-5：下群→楠団地→清水ヶ丘→三軒町→水道町→桜町バスターミナル,,3,,,,清水ヶ丘
dentetsu_10020_3561_1_20260314,1330001001517,,C7-5：桜町バスターミナル→水道町→三軒町→清水ヶ丘→麻生田小→楠団地→下群,,3,,,,清水ヶ丘
dentetsu_10020_3562_2_20260314,1330001001517,,C7-5：下群→楠団地→麻生田小→清水ヶ丘→三軒町→水道町→桜町バスターミナル,,3,,,,清水ヶ丘
dentetsu_10020_3812_2_20260314,1330001001517,,C7-1/C7-7：楠団地→麻生田小→清水ヶ丘→三軒町→水道町→桜町バスターミナル,,3,,,,清水ヶ丘
dentetsu_10020_3841_1_20260314,1330001001517,,桜町バスターミナル→水道町→三軒町→清水ヶ丘→岩倉台→楠団地→武蔵ヶ丘車庫前,,3,,,,清水ヶ丘
dentetsu_10020_3842_2_20260314,1330001001517,,C7-7：武蔵ヶ丘車庫前→楠団地→岩倉台→清水ヶ丘→三軒町→水道町→桜町バスターミナル,,3,,,,清水ヶ丘
dentetsu_10020_3881_1_20260314,1330001001517,,C9-1：熊本駅前→桜町バスターミナル→水道町→三軒町→清水ヶ丘→楠団地,,3,,,,清水ヶ丘
dentetsu_10020_5321_1_20260314,1330001001517,,C9-4：県会議事堂前→県庁前→水道町→三軒町→清水ヶ丘→楠団地→杉並台団地,,3,,,,清水ヶ丘
dentetsu_10020_5421_1_20260314,1330001001517,,県会議事堂前→県庁前→水道町→三軒町→清水ヶ丘→楠団地→下群,,3,,,,清水ヶ丘
dentetsu_10021_1351_1_20260314,1330001001517,,C5-4：蓮台寺入口→熊本駅前→桜町バスターミナル→水道町→三軒町→堀川→新地団地→杉並台団地,,3,,,,新地団地線
dentetsu_10021_1352_2_20260314,1330001001517,,C5-4：杉並台団地→新地団地→堀川→三軒町→水道町→桜町バスターミナル→熊本駅前→蓮台寺入口,,3,,,,新地団地線
dentetsu_10021_1511_1_20260314,1330001001517,,C5-3：熊本駅前→桜町バスターミナル→水道町→三軒町→堀川→新地団地→武蔵ヶ丘車庫前,,3,,,,新地団地線
dentetsu_10021_1512_2_20260314,1330001001517,,C5-3：武蔵ヶ丘車庫前→新地団地→堀川→三軒町→水道町→桜町バスターミナル→熊本駅前,,3,,,,新地団地線
dentetsu_10021_1771_1_20260314,1330001001517,,C5-6：熊本駅前→桜町バスターミナル→水道町→三軒町→堀川→新地団地→合志市役所,,3,,,,新地団地線
dentetsu_10021_1772_2_20260314,1330001001517,,C5-6：合志市役所→新地団地→堀川→三軒町→水道町→桜町バスターミナル→熊本駅前,,3,,,,新地団地線
dentetsu_10021_2311_1_20260314,1330001001517,,C5-4：桜町バスターミナル→水道町→三軒町→堀川→新地団地→杉並台団地,,3,,,,新地団地線
dentetsu_10021_2312_2_20260314,1330001001517,,C5-4：杉並台団地→新地団地→堀川→三軒町→水道町→桜町バスターミナル,,3,,,,新地団地線
dentetsu_10021_2511_1_20260314,1330001001517,,C5-3：桜町バスターミナル→水道町→三軒町→堀川→新地団地→武蔵ヶ丘車庫前,,3,,,,新地団地線
dentetsu_10021_2512_2_20260314,1330001001517,,C5-3：武蔵ヶ丘車庫前→新地団地→堀川→三軒町→水道町→桜町バスターミナル,,3,,,,新地団地線
dentetsu_10021_2691_1_20260314,1330001001517,,C5-2：桜町バスターミナル→水道町→三軒町→堀川→新地団地→光の森駅,,3,,,,新地団地線
dentetsu_10021_2692_2_20260314,1330001001517,,C5-2：光の森駅→新地団地→堀川→三軒町→水道町→桜町バスターミナル,,3,,,,新地団地線
dentetsu_10021_3411_1_20260314,1330001001517,,C5-5：熊本駅前→桜町バスターミナル→水道町→三軒町→堀川→新地団地→下群,,3,,,,新地団地線
dentetsu_10021_3412_2_20260314,1330001001517,,C5-5：下群→新地団地→堀川→三軒町→水道町→桜町バスターミナル→熊本駅前,,3,,,,新地団地線
dentetsu_10021_3511_1_20260314,1330001001517,,C5-5：桜町バスターミナル→水道町→三軒町→堀川→新地団地→下群,,3,,,,新地団地線
dentetsu_10021_3512_2_20260314,1330001001517,,C5-5：下群→新地団地→堀川→三軒町→水道町→桜町バスターミナル,,3,,,,新地団地線
dentetsu_10021_3611_1_20260314,1330001001517,,C5-5：深夜バス　桜町バスターミナル→水道町→三軒町→堀川→新地団地→下群,,3,,,,新地団地線
dentetsu_10021_3771_1_20260314,1330001001517,,C5-6：桜町バスターミナル→水道町→三軒町→堀川→新地団地→合志市役所,,3,,,,新地団地線
dentetsu_10021_3772_2_20260314,1330001001517,,C5-6：合志市役所→新地団地→堀川→三軒町→水道町→桜町バスターミナル,,3,,,,新地団地線
dentetsu_10021_5411_1_20260314,1330001001517,,C5-5：県会議事堂前→県庁前→水道町→三軒町→堀川→新地団地→下群,,3,,,,新地団地線
dentetsu_10023_3001_1_20260314,1330001001517,,E2-1：熊本駅前→桜町バスターミナル→水道町→子飼橋→竜田口駅→二里木→楠団地,,3,,,,楠団地線
dentetsu_10023_3002_2_20260314,1330001001517,,E2-1：楠団地→二里木→竜田口駅前→子飼橋→水道町→桜町バスターミナル→熊本駅前,,3,,,,楠団地線
dentetsu_10023_3031_1_20260314,1330001001517,,桜町バスターミナル→水道町→子飼橋→竜田口駅前→二里木→楠団地,,3,,,,楠団地線
dentetsu_10023_3032_2_20260314,1330001001517,,E2-1：楠団地→二里木→竜田口駅前→子飼橋→水道町→桜町バスターミナル,,3,,,,楠団地線
dentetsu_10023_3061_1_20260314,1330001001517,,E2-3：桜町バスターミナル→水道町→子飼橋→竜田口駅前→二里木→楠団地→武蔵ヶ丘車庫前,,3,,,,楠団地線
dentetsu_10023_3062_2_20260314,1330001001517,,E2-3：武蔵ヶ丘車庫前→楠団地→二里木→竜田口駅前→子飼橋→水道町→桜町バスターミナル,,3,,,,楠団地線
dentetsu_10023_3081_1_20260314,1330001001517,,E2-2：桜町バスターミナル→水道町→子飼橋→竜田口駅前→二里木→楠団地→光の森駅,,3,,,,楠団地線
dentetsu_10023_3082_2_20260314,1330001001517,,E2-2：光の森駅→楠団地→二里木→竜田口駅前→子飼橋→水道町→桜町バスターミナル,,3,,,,楠団地線
dentetsu_10023_3091_1_20260314,1330001001517,,E2-2：熊本駅前→桜町バスターミナル→水道町→子飼橋→竜田口駅前→二里木→楠団地→光の森駅,,3,,,,楠団地線
dentetsu_10023_3092_2_20260314,1330001001517,,E2-2：光の森駅前→楠団地→二里木→竜田口駅前→子飼橋→桜町バスターミナル→熊本駅前,,3,,,,楠団地線
kumabus_1_1313_2_20260109,9330001001600,,M3-2：桜町バスターミナル→田迎→イオン→通潤山荘,,3,,,,山荘線
kumabus_1_1314_1_20260109,9330001001600,,M3-2：通潤山荘→イオン→田迎→桜町バスターミナル,,3,,,,山荘線
kumabus_2_2061_2_20260109,9330001001600,,M4-1：桜町バスターミナル→田迎→イオン→辺場→甲佐,,3,,,,辺場線
kumabus_2_2062_1_20260109,9330001001600,,M4-1：甲佐→辺場→イオン→田迎→桜町バスターミナル,,3,,,,辺場線
kumabus_2_2321_2_20260109,9330001001600,,M4-2：桜町バスターミナル→田迎→イオン→辺場→砥用,,3,,,,辺場線
kumabus_2_2322_1_20260109,9330001001600,,M4-2：砥用→辺場→イオン→田迎→桜町バスターミナル,,3,,,,辺場線
kumabus_2_2341_2_20260109,9330001001600,,甲佐→内大臣→浜町,,3,,,,辺場線
kumabus_2_2342_1_20260109,9330001001600,,浜町→内大臣→甲佐,,3,,,,辺場線
kumabus_2_32023_2_20260109,9330001001600,,K2-4/M4-1：甲佐→辺場→イオン→田迎→桜町バスターミナル・県庁・健軍→甲佐,,3,,,,辺場線
kumabus_3_3043_2_20260109,9330001001600,,M3-1：桜町バスターミナル→田迎→イオン→御船→甲佐,,3,,,,御船甲佐線
kumabus_3_3044_1_20260109,9330001001600,,M3-1：甲佐→御船→イオン→田迎→桜町バスターミナル,,3,,,,御船甲佐線
kumabus_3_30091_2_20260109,9330001001600,,M1-1：桜町バスターミナル→田迎→中の瀬車庫,,3,,,,御船甲佐線
kumabus_3_30092_1_20260109,9330001001600,,M1-1：中の瀬車庫→田迎→桜町バスターミナル,,3,,,,御船甲佐線
kumabus_3_30121_2_20260109,9330001001600,,M2-1：桜町バスターミナル→田迎→中の瀬車庫→イオン,,3,,,,御船甲佐線
kumabus_3_30122_1_20260109,9330001001600,,M2-1：イオン→中の瀬車庫→田迎→桜町バスターミナル,,3,,,,御船甲佐線
kumabus_3_30141_2_20260109,9330001001600,,M2-1：◆深夜◆桜町バスターミナル→田迎→中車庫→イオン,,3,,,,御船甲佐線
kumabus_3_30301_2_20260109,9330001001600,,M2-1：熊本駅→桜町バスターミナル→田迎→中車庫→イオン,,3,,,,御船甲佐線
kumabus_3_30302_1_20260109,9330001001600,,M2-1：イオン→中車庫→田迎→桜町バスターミナル→熊本駅,,3,,,,御船甲佐線
kumabus_3_32501_2_20260109,9330001001600,,M0-0：中の瀬車庫ー田迎ー桜町BT?中央病院ー中の瀬車庫,,3,,,,御船甲佐線
kumabus_5_5111_2_20260109,9330001001600,,K2-3：桜町バスターミナル→県庁→健軍→東区→イオン→城南,,3,,,,健軍線
kumabus_5_5112_1_20260109,9330001001600,,K2-3：城南→イオン→東区→健軍→県庁→桜町バスターミナル,,3,,,,健軍線
kumabus_5_5133_2_20260109,9330001001600,,K2-4：桜町バスターミナル→県庁→健軍→御船→甲佐,,3,,,,健軍線
kumabus_5_5134_1_20260109,9330001001600,,K2-4：甲佐→御船→健軍→県庁→桜町バスターミナル,,3,,,,健軍線
kumabus_5_5231_2_20260109,9330001001600,,K2-1：桜町バスターミナル→県庁→健軍→東区→イオン,,3,,,,健軍線
kumabus_5_5232_1_20260109,9330001001600,,K2-1：イオン→東区→健軍→県庁→桜町バスターミナル,,3,,,,健軍線
kumabus_5_5241_2_20260109,9330001001600,,K2-2：健軍→東区→イオン,,3,,,,健軍線
kumabus_5_5242_1_20260109,9330001001600,,K2-2：イオン→東区→健軍,,3,,,,健軍線
kumabus_5_5321_2_20260109,9330001001600,,K2-5：桜町バスターミナル→県庁→健軍→甲佐→砥用,,3,,,,健軍線
